"file_name","V3","V4","V8","V15"
"Audi$$Q3$$2013$$Silver$$7_19$$1043$$image_5.jpg",1.6768029,-0.3782502,-0.9778203,0.06999094
"Audi$$Q3$$2013$$White$$7_19$$1025$$image_3.jpg",0.86869437,-1.4475408,-0.78929734,1.4015667
"Audi$$Q3$$2013$$White$$7_19$$1648$$image_16.jpg",1.8862497,-1.0064528,-1.3497676,1.077114
"Audi$$Q3$$2013$$White$$7_19$$353$$image_0.jpg",0.8855026,-0.36555013,0.25542775,1.7249714
"Audi$$Q3$$2013$$White$$7_19$$61$$image_5.jpg",2.1467612,-1.4354732,0.87006164,1.8475277
"Audi$$Q3$$2013$$White$$7_19$$735$$image_0.jpg",0.8458312,-0.6534971,0.5352346,1.7678962
"Audi$$Q3$$2013$$White$$7_19$$889$$image_5.jpg",4.063366,-1.7111573,-0.65724105,-0.92170256
"Audi$$Q3$$2014$$Beige$$7_19$$1482$$image_1.jpg",0.71480143,-0.81196666,0.53976256,0.37317353
"Audi$$Q3$$2014$$Silver$$7_19$$425$$image_6.jpg",-0.6132291,-2.0354147,2.1644354,1.8872899
"Audi$$Q3$$2014$$White$$7_19$$1021$$image_27.jpg",-0.16974828,-1.6669486,0.16883607,-0.28978282
"Audi$$Q3$$2014$$White$$7_19$$1322$$image_6.jpg",1.2567961,-1.4566191,-0.66867405,0.91680074
"Audi$$Q3$$2014$$White$$7_19$$1387$$image_11.jpg",0.97695744,-1.0436329,0.17355789,1.7079436
"Audi$$Q3$$2014$$White$$7_19$$1387$$image_50.jpg",0.64286053,-1.0251034,0.06313534,2.0542324
"Audi$$Q3$$2014$$White$$7_19$$239$$image_6.jpg",0.5349283,-0.9588419,-0.085292056,0.8466433
"Audi$$Q3$$2014$$White$$7_19$$291$$image_0.jpg",0.8988465,-0.8684571,0.6005701,1.9601583
"Audi$$Q3$$2014$$White$$7_19$$614$$image_18.jpg",1.5230908,-1.3423741,-0.4521946,2.0543463
"Audi$$Q3$$2014$$White$$7_19$$905$$image_6.jpg",-0.27967733,-1.708086,1.5738482,1.788504
"Audi$$Q3$$2015$$Silver$$7_19$$931$$image_5.jpg",2.7859175,-1.0843139,-0.19266286,-0.04122352
"Audi$$Q3$$2015$$White$$7_19$$1567$$image_18.jpg",1.6587689,-0.57857287,-1.2697586,0.44046196
"Audi$$Q3$$2015$$White$$7_19$$188$$image_1.jpg",3.3565807,-2.035511,-0.36453506,0.9792508
"Audi$$Q3$$2015$$White$$7_19$$197$$image_0.jpg",1.0941951,-1.2328223,1.0383737,2.064
"Audi$$Q3$$2015$$White$$7_19$$342$$image_0.jpg",1.0799483,-0.8631569,0.61891717,1.9445679
